Time (Sec);S2;S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S3;S4;S5;S6;S7;S8;S9;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.5033333333333333;19160.0;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;
1.0033333333333332;19160.0;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;
1.5033333333333334;19160.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.9774232;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
2.003333333333334;19160.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.9774232;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
2.5033333333333343;19160.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.9773232;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
3.0033333333333347;19160.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.9773232;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
3.503333333333335;19160.0;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.9772232;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;
4.003333333333336;19160.0;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.9772232;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;99.83079120000005;
4.503333333333335;19160.0;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.9771232;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;
5.003333333333333;19160.0;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.9771232;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;99.83069120000005;
5.503333333333332;19160.0;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.97702319999999;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;
6.000000000000003;19160.0;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.97702319999999;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;99.83059120000004;
6.558191999999997;19160.0;99.83049120000004;99.83049120000004;99.83049120000004;99.83049120000004;99.81533600000004;99.83049120000004;99.83049120000004;99.81533600000004;99.83049120000004;99.83049120000004;99.81533600000004;99.97692319999999;99.83049120000004;99.83049120000004;99.83049120000004;99.83049120000004;99.81533600000004;99.83049120000004;99.83049120000004;99.83049120000004;99.81533600000004;
7.013333333333329;19160.0;99.83039120000004;99.83039120000004;99.83039120000004;99.83039120000004;99.81523600000004;99.83039120000004;99.83039120000004;99.81523600000004;99.83039120000004;99.83039120000004;99.81523600000004;99.97692319999999;99.83039120000004;99.83039120000004;99.83039120000004;99.83039120000004;99.81523600000004;99.83039120000004;99.83039120000004;99.83039120000004;99.81523600000004;
7.558191999999995;19160.0;99.83039120000004;99.83039120000004;99.83039120000004;99.83039120000004;99.80008080000005;99.83039120000004;99.83039120000004;99.80008080000005;99.83039120000004;99.83039120000004;99.80008080000005;99.97682319999998;99.83039120000004;99.83039120000004;99.83039120000004;99.83039120000004;99.80008080000005;99.83039120000004;99.83039120000004;99.83039120000004;99.80008080000005;
8.013333333333327;19160.0;99.83029120000003;99.83029120000003;99.83029120000003;99.83029120000003;99.79998080000004;99.83029120000003;99.83029120000003;99.79998080000004;99.83029120000003;99.83029120000003;99.79998080000004;99.97682319999998;99.83029120000003;99.83029120000003;99.83029120000003;99.83029120000003;99.79998080000004;99.83029120000003;99.83029120000003;99.83029120000003;99.79998080000004;
8.55819199999999;19160.0;99.83029120000003;99.83029120000003;99.83029120000003;99.83029120000003;99.78482560000005;99.83029120000003;99.83029120000003;99.78482560000005;99.83029120000003;99.83029120000003;99.78482560000005;99.97672319999998;99.83029120000003;99.83029120000003;99.83029120000003;99.83029120000003;99.78482560000005;99.83029120000003;99.83029120000003;99.83029120000003;99.78482560000005;
